"FileName";"FileSize";"FileModifyDate";"FileAccessDate";"FileInodeChangeDate";"FilePermissions";"FileType";"FileTypeExtension";"GPSLatitudeRef";"GPSLongitudeRef";"GPSLatitude";"GPSLongitude";"GPSPosition";"Megapixels"
"20210719_111025.jpg";"1780816";"2021:09:21 08:59:44+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4042304000000";"11,3177155997222";"49.4042304 11.3177155997222";"12"
"20210719_111039.jpg";"2882864";"2021:09:21 08:59:46+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4041362000000";"11,3176526000000";"49.4041362 11.3176526";"12"
"20210719_111120.jpg";"2671716";"2021:09:21 08:59:46+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4041362000000";"11,3176526000000";"49.4041362 11.3176526";"12"
"20210719_111151.jpg";"2765841";"2021:09:21 08:59:48+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4042220997222";"11,3173823000000";"49.4042220997222 11.3173823";"12"
"20210719_111217.jpg";"1787923";"2021:09:21 08:59:46+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4041916997222";"11,3175249997222";"49.4041916997222 11.3175249997222";"12"
"20210719_111251.jpg";"1881588";"2021:09:21 08:59:48+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4042630000000";"11,3175243997222";"49.404263 11.3175243997222";"12"
"20210719_111313.jpg";"4740703";"2021:09:21 08:59:50+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4041405997222";"11,3176109997222";"49.4041405997222 11.3176109997222";"12"
"20210719_111338.jpg";"6078245";"2021:09:21 08:59:52+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039885997222";"11,3175334000000";"49.4039885997222 11.3175334";"12"
"20210719_111416.jpg";"2081831";"2021:09:21 08:59:50+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039885997222";"11,3175334000000";"49.4039885997222 11.3175334";"12"
"20210719_111450.jpg";"1828684";"2021:09:21 08:59:52+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039812997222";"11,3179048000000";"49.4039812997222 11.3179048";"12"
"20210719_111526.jpg";"3432881";"2021:09:21 08:59:52+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039812997222";"11,3179048000000";"49.4039812997222 11.3179048";"12"
"20210719_111543.jpg";"4264614";"2021:09:21 08:59:56+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039812997222";"11,3179048000000";"49.4039812997222 11.3179048";"12"
"20210719_111601.jpg";"3287692";"2021:09:21 08:59:56+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039812997222";"11,3179048000000";"49.4039812997222 11.3179048";"12"
"20210719_111605.jpg";"2796325";"2021:09:21 08:59:56+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039812997222";"11,3179048000000";"49.4039812997222 11.3179048";"12"
"20210719_111702.jpg";"3938010";"2021:09:21 08:59:58+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_111711.jpg";"2391538";"2021:09:21 08:59:58+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_111714.jpg";"3293318";"2021:09:21 09:00:00+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_111717.jpg";"1801186";"2021:09:21 09:00:00+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_111838.jpg";"2348867";"2021:09:21 09:00:00+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4039081000000";"11,3177240997222";"49.4039081 11.3177240997222";"12"
"20210719_112031.jpg";"4234603";"2021:09:21 09:00:02+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4015523997222";"11,3090603000000";"49.4015523997222 11.3090603";"12"
"20210719_112122.jpg";"5817157";"2021:09:21 09:00:02+02:00";"2021:09:28 18:25:42+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4040193000000";"11,3176650997222";"49.4040193 11.3176650997222";"12"
